,gender1,gender2,age,afam,hispanic,other,morekids,work
12888,0,0,31,0,0,0,0,0
12889,0,0,35,0,0,0,1,15
12890,0,0,32,0,0,0,1,0
12891,1,0,33,0,0,0,0,6
12892,1,1,23,0,0,0,0,0
12893,1,0,27,0,0,0,0,0
12894,0,1,30,0,0,0,0,0
12895,1,1,32,0,0,0,0,39
12896,1,1,30,0,0,0,0,52
12897,1,1,23,0,1,1,1,0
12898,1,0,30,0,0,0,0,52
12899,0,1,31,1,0,0,0,0
12900,0,0,24,0,1,0,1,0
12901,1,1,31,0,0,0,0,52
12902,0,0,25,0,0,0,1,30
12903,1,1,34,0,0,0,0,0
12904,1,1,35,0,0,0,1,0
12905,1,1,30,0,0,0,0,20
12906,0,0,33,0,0,0,0,0
12907,0,1,34,0,0,0,1,47
12908,0,0,34,0,0,0,0,0
12909,1,1,33,0,0,0,1,0
12910,0,1,32,0,0,0,1,52
12911,1,1,24,0,1,1,1,0
12912,1,1,28,0,0,0,0,40
12913,0,0,27,0,0,0,1,0
12914,1,1,30,0,0,0,1,0
12915,0,0,30,0,0,0,1,0
12916,0,0,33,0,0,0,0,0
12917,0,1,31,0,0,0,0,40
12918,0,1,24,0,0,0,0,36
12919,1,1,32,0,0,0,0,0
12920,1,0,30,0,1,1,0,26
12921,1,1,25,0,0,0,0,0
12922,0,0,22,0,1,0,0,52
12923,0,1,29,0,0,0,1,46
12924,0,0,24,0,0,0,1,0
12925,1,0,33,0,0,0,0,8
12926,0,0,32,0,0,0,1,24
12927,1,1,35,0,0,0,1,52
12928,1,1,31,0,0,0,1,20
12929,0,1,27,0,0,0,0,52
12930,0,1,34,0,0,1,0,0
12931,0,0,32,0,0,0,1,0
12932,1,1,31,0,1,0,0,0
12933,1,0,34,0,0,0,0,20
12934,1,1,26,0,0,0,0,0
12935,1,0,33,0,0,0,0,26
12936,1,0,33,0,0,1,0,52
12937,0,1,27,0,0,0,0,16
12938,0,1,31,0,0,0,0,52
12939,0,1,35,0,0,0,1,0
12940,1,0,30,0,0,0,0,52
12941,1,0,31,0,0,0,1,0
12942,0,0,29,0,0,0,0,0
12943,0,0,33,0,0,0,1,20
12944,1,1,34,0,0,0,0,52
12945,0,0,30,0,0,0,0,0
12946,1,1,35,0,0,0,0,52
12947,0,1,35,0,0,0,0,52
12948,0,0,33,0,0,0,1,36
12949,0,0,30,0,0,0,0,8
12950,0,0,33,0,0,0,0,52
12951,0,1,33,0,0,0,1,0
12952,0,0,32,0,0,0,1,50
12953,0,1,34,0,0,0,0,52
12954,1,0,35,0,0,0,0,40
12955,0,1,33,0,0,0,0,50
12956,0,1,27,0,0,0,0,0
12957,0,0,34,0,1,1,1,0
12958,1,0,34,0,1,1,0,0
12959,1,0,33,0,0,0,0,0
12960,0,0,34,0,0,0,0,40
12961,1,0,32,0,0,0,0,39
12962,0,1,30,0,0,0,0,52
12963,1,0,26,0,0,0,0,48
12964,0,1,35,0,0,0,1,16
12965,0,0,35,0,0,0,0,40
12966,0,1,33,1,0,0,1,52
12967,1,1,30,0,0,0,0,0
12968,1,0,28,0,0,0,1,36
12969,0,0,27,0,0,0,1,0
12970,1,1,26,1,0,0,0,27
12971,1,0,30,0,0,0,1,0
12972,0,1,31,0,0,1,1,52
12973,0,1,34,0,0,0,1,0
12974,1,1,23,0,0,0,0,20
12975,1,0,34,0,0,1,0,52
12976,0,1,35,0,0,0,1,49
12977,0,0,34,0,0,0,1,16
12978,1,1,32,0,0,0,1,0
12979,0,1,34,0,0,0,0,40
12980,1,0,32,0,1,0,0,0
12981,1,1,24,1,0,0,1,44
12982,0,1,31,0,0,0,1,0
12983,0,1,34,0,0,0,0,0
12984,0,0,35,0,0,0,0,0
12985,0,0,32,0,0,0,1,40
12986,1,0,22,1,0,0,1,0
12987,0,0,23,0,0,0,0,0
12988,0,0,26,0,1,0,0,40
12989,0,1,28,0,0,0,0,0
12990,1,1,30,0,0,0,1,52
12991,0,1,32,0,0,0,1,50
12992,0,1,33,0,0,0,1,0
12993,1,1,31,0,0,0,0,52
12994,0,1,31,0,0,0,0,16
12995,0,1,25,0,0,0,0,0
12996,0,0,30,0,0,0,0,38
12997,1,0,33,0,1,1,0,52
12998,0,1,34,0,0,0,1,8
12999,0,1,23,0,0,0,0,0
13000,1,1,32,0,1,1,0,12
13001,1,0,31,0,0,0,0,0
13002,1,1,27,0,0,0,0,0
13003,1,0,27,0,0,1,0,12
13004,0,1,34,0,1,1,0,0
13005,1,0,31,0,1,1,1,0
13006,1,0,25,1,0,0,0,12
13007,1,1,29,0,0,0,1,0
13008,1,1,27,0,0,0,1,0
13009,0,1,28,0,0,0,0,52
13010,1,0,34,0,0,0,0,0
13011,0,1,25,0,1,0,1,52
13012,1,1,27,0,0,0,1,0
13013,0,1,31,0,0,0,0,52
13014,0,1,28,0,0,0,0,0
13015,0,0,34,0,0,0,1,52
13016,0,0,34,0,0,0,0,36
13017,0,0,32,0,0,0,1,0
13018,0,0,32,0,0,0,1,52
13019,1,0,32,0,0,0,0,17
13020,0,1,30,0,0,0,0,0
13021,1,1,27,0,0,0,0,0
13022,0,0,33,0,0,0,1,0
13023,1,1,31,0,0,0,0,4
13024,1,1,34,0,0,0,1,50
13025,0,0,24,0,0,0,1,0
13026,1,0,32,0,0,0,1,52
13027,1,0,32,0,0,0,0,20
13028,1,1,33,0,0,0,0,0
13029,0,0,31,0,0,0,1,0
13030,1,1,28,0,0,0,0,20
13031,0,1,35,0,0,0,1,0
13032,0,0,31,0,0,0,1,52
13033,0,1,31,0,0,0,0,0
13034,0,1,31,0,0,0,0,52
13035,0,1,32,0,0,0,0,52
13036,1,0,34,0,0,0,0,49
13037,0,0,30,0,0,0,0,40
13038,0,0,32,0,0,0,1,0
13039,1,0,25,0,0,0,1,0
13040,0,1,34,0,0,0,0,0
13041,0,1,35,0,0,0,1,52
13042,0,1,22,1,0,0,1,24
13043,1,1,34,0,0,0,1,0
13044,0,1,30,0,0,0,0,0
13045,0,0,35,0,0,0,1,52
13046,1,0,26,1,0,0,0,52
13047,0,0,32,0,0,0,0,0
13048,0,1,25,0,1,1,1,4
13049,0,0,26,0,0,0,1,20
13050,1,1,31,0,0,0,1,16
13051,0,1,30,0,1,0,1,0
13052,1,0,35,0,0,0,0,0
13053,1,1,29,0,0,0,0,0
13054,1,0,23,0,0,0,0,0
13055,1,1,21,0,0,0,0,0
13056,1,0,27,0,0,0,1,0
13057,1,1,33,0,0,0,0,5
13058,1,0,29,0,0,0,0,0
13059,1,0,31,0,0,0,1,0
13060,1,1,33,0,0,0,1,20
13061,0,0,32,0,0,0,0,44
13062,1,1,29,0,0,0,0,52
13063,1,0,24,0,0,0,0,52
13064,0,1,22,0,0,0,0,12
13065,1,1,31,0,0,0,0,0
13066,0,0,30,0,0,0,0,52
13067,1,0,31,0,0,0,0,30
13068,0,0,31,0,0,0,1,26
13069,1,1,34,0,0,0,0,0
13070,1,0,25,0,1,1,1,35
13071,0,1,29,0,0,0,0,22
13072,1,1,33,0,0,0,0,0
13073,1,1,28,0,0,0,0,0
13074,1,1,29,0,0,1,1,50
13075,1,1,33,0,0,0,1,52
13076,0,0,21,0,0,0,0,24
13077,0,0,32,0,0,0,0,48
13078,0,0,33,0,0,0,1,20
13079,0,0,27,0,0,0,1,0
13080,0,1,23,1,0,0,1,33
13081,1,0,31,0,0,0,0,0
13082,1,0,29,1,0,0,0,0
13083,0,0,24,0,0,0,1,0
13084,0,0,35,1,0,0,0,26
13085,0,1,32,0,0,0,0,0
13086,0,1,30,0,0,0,0,0
13087,1,1,29,0,0,0,0,40
13088,1,0,34,0,0,0,0,0
13089,1,1,33,0,0,0,1,0
13090,0,1,34,1,0,0,0,52
13091,1,0,35,0,0,0,1,30
13092,1,1,30,0,0,0,1,32
13093,0,1,30,0,0,0,0,0
13094,0,1,31,1,0,0,1,0
13095,0,0,31,0,0,0,0,0
13096,1,1,28,0,1,0,0,0
13097,1,0,33,0,0,0,1,52
13098,1,1,27,0,0,0,0,42
13099,1,0,30,0,0,0,0,0
13100,1,1,31,0,0,0,0,32
13101,0,1,25,1,0,0,0,52
13102,0,0,35,0,0,0,1,25
13103,1,0,30,0,0,0,0,1
13104,0,1,35,0,0,0,0,0
13105,1,1,29,0,0,0,0,52
13106,0,0,34,0,0,0,0,0
13107,1,1,35,0,1,1,1,0
13108,0,0,28,0,0,0,0,0
13109,0,1,31,0,0,0,0,52
13110,1,0,27,0,0,0,0,30
13111,1,0,30,0,0,0,0,16
13112,1,1,31,0,0,0,1,0
13113,1,1,26,0,0,0,0,50
13114,1,0,26,0,1,1,0,0
13115,1,1,29,0,0,0,1,47
13116,0,1,32,0,0,0,1,52
13117,1,0,25,0,1,0,0,0
13118,1,0,23,0,0,0,0,0
13119,0,1,31,0,0,0,0,0
13120,0,0,32,0,0,0,1,52
13121,1,0,35,0,0,0,1,0
13122,1,1,30,0,0,0,1,0
13123,1,1,26,0,0,0,0,40
13124,1,0,26,0,0,0,0,0
13125,1,1,30,0,0,0,0,0
13126,0,0,31,0,0,0,1,0
13127,1,0,24,0,0,0,0,0
13128,1,0,31,0,0,0,0,1
13129,1,1,28,0,0,0,1,0
13130,0,0,31,1,0,0,1,0
13131,1,0,32,0,1,0,0,52
13132,0,0,26,0,0,0,0,0
13133,0,0,28,0,0,0,1,0
13134,0,1,31,0,0,0,1,0
13135,0,0,35,0,1,1,0,48
13136,1,1,34,0,0,0,0,40
13137,1,0,30,0,0,0,1,0
13138,0,0,31,0,0,0,1,12
13139,0,1,28,0,0,0,1,0
13140,0,0,32,0,0,0,1,0
13141,0,0,23,0,0,0,1,0
13142,0,0,34,0,0,0,0,52
13143,0,0,31,0,0,0,0,52
13144,0,1,25,0,0,0,1,0
13145,0,1,31,0,0,0,1,52
13146,1,1,30,0,0,1,1,0
13147,1,0,33,1,1,0,0,8
13148,0,0,35,0,0,0,0,0
13149,1,0,29,0,0,0,0,48
13150,0,1,35,0,0,0,1,0
13151,1,1,29,0,0,0,1,0
13152,0,1,28,0,0,0,0,0
13153,0,0,35,0,0,0,1,0
13154,0,0,33,0,0,0,0,52
13155,0,1,23,0,0,0,0,31
13156,1,0,28,0,0,0,0,40
13157,1,0,27,0,0,0,0,0
13158,0,1,33,0,0,0,0,0
13159,1,1,27,0,0,0,0,0
13160,0,0,31,0,0,1,0,0
13161,1,1,27,0,0,0,0,0
13162,0,0,32,1,0,0,0,52
13163,0,0,33,0,0,0,0,0
13164,1,1,34,0,0,0,0,0
13165,0,0,28,0,0,0,0,8
13166,0,0,33,0,0,0,0,0
13167,0,0,26,0,1,0,0,0
13168,1,1,35,0,0,0,0,0
13169,0,0,27,0,0,0,0,0
13170,0,0,28,1,0,0,0,52
13171,1,1,31,0,0,0,0,0
13172,0,0,25,0,0,0,0,0
13173,1,1,33,0,0,0,1,52
13174,0,0,29,1,0,0,1,52
13175,0,0,30,0,0,0,1,0
13176,1,1,28,0,0,0,0,52
13177,0,0,35,0,0,0,1,45
13178,0,0,32,1,0,0,0,50
13179,0,0,31,0,0,0,1,0
13180,0,1,27,0,0,0,1,0
13181,1,0,30,0,0,0,0,0
13182,0,0,28,0,0,0,1,0
13183,1,0,28,0,0,0,0,47
13184,1,0,32,0,0,0,1,0
13185,0,0,33,0,0,0,0,0
13186,0,0,31,0,0,0,0,0
13187,0,0,29,0,0,0,1,52
13188,1,0,28,0,1,1,0,0
13189,0,0,33,1,0,0,1,20
13190,1,0,31,0,0,0,0,0
13191,1,0,27,0,0,0,0,0
13192,1,1,28,0,0,0,0,0
13193,0,1,32,0,0,0,0,52
13194,1,1,32,0,0,0,0,0
13195,1,0,26,0,0,0,0,0
13196,0,1,28,0,0,0,0,40
13197,1,1,32,0,0,0,0,52
13198,0,1,32,0,0,1,0,6
13199,1,1,32,0,0,0,1,0
13200,1,1,33,0,0,0,0,8
13201,0,1,28,0,0,0,1,0
13202,0,0,31,0,0,0,1,0
13203,0,0,26,0,0,0,1,0
13204,0,0,35,1,0,0,1,50
13205,0,0,33,0,0,0,0,0
13206,0,0,33,0,0,0,1,0
13207,1,0,34,0,0,0,1,3
13208,1,0,27,0,0,0,0,23
13209,1,0,35,0,0,0,0,52
13210,0,1,35,0,0,0,1,52
13211,1,1,29,0,0,0,1,0
13212,0,0,34,0,0,0,1,8
13213,0,1,29,0,0,0,0,0
13214,0,1,31,0,0,0,0,0
13215,1,1,32,0,0,0,0,24
13216,1,0,32,0,0,0,0,52
13217,1,0,35,0,0,0,1,0
13218,1,1,31,0,0,0,1,45
13219,1,1,21,0,0,0,0,0
13220,1,1,35,0,0,0,1,0
13221,1,1,33,0,0,0,0,52
13222,1,0,33,0,0,0,0,0
13223,0,0,31,0,0,0,1,17
13224,0,1,33,0,0,0,0,52
13225,1,0,33,0,0,0,1,52
13226,1,1,34,0,0,0,0,50
13227,0,0,29,0,0,0,0,36
13228,0,1,22,0,0,0,0,20
13229,1,1,30,0,0,0,0,0
13230,0,1,35,1,0,0,1,46
13231,0,0,30,0,0,0,0,50
13232,0,0,29,0,1,0,1,51
13233,0,1,35,0,1,1,0,48
13234,1,1,34,0,0,0,1,4
13235,1,0,34,0,0,0,1,0
13236,1,1,32,0,0,0,0,0
13237,0,0,35,0,0,0,1,0
13238,0,1,23,0,0,0,0,50
13239,1,1,23,1,0,0,1,20
13240,0,1,33,0,0,0,1,40
13241,0,0,33,0,0,0,0,52
13242,1,0,33,0,0,0,1,0
13243,0,0,28,0,0,0,0,0
13244,0,0,31,0,0,0,0,0
13245,0,1,34,0,0,0,0,0
13246,0,1,26,0,0,0,0,0
13247,1,0,30,0,0,0,0,0
13248,1,0,34,0,0,0,0,0
13249,0,0,27,0,0,0,0,0
13250,1,1,32,0,0,0,1,0
13251,1,1,33,0,0,0,0,30
13252,1,1,28,0,1,1,1,0
13253,1,0,33,0,0,0,0,48
13254,0,0,31,0,0,0,0,52
13255,1,0,24,0,1,1,0,0
13256,0,1,30,0,0,0,0,52
13257,1,1,28,0,0,0,0,0
13258,1,0,31,0,0,0,0,4
13259,0,0,30,0,0,0,0,0
13260,1,1,27,0,0,0,0,16
13261,0,1,33,0,0,0,1,0
13262,0,0,35,0,0,0,1,0
13263,1,0,35,0,0,0,0,40
13264,1,0,22,0,0,0,0,3
13265,1,1,23,0,1,0,0,0
13266,1,0,30,0,0,0,0,28
13267,1,0,33,0,0,0,1,40
13268,1,0,34,0,0,0,0,0
13269,0,1,32,0,0,0,1,0
13270,1,0,28,0,0,0,0,40
13271,1,0,30,0,0,0,0,0
13272,1,1,35,0,0,1,1,52
13273,1,1,31,0,0,0,0,6
13274,0,0,32,0,0,0,0,0
13275,1,0,31,0,0,0,0,48
13276,1,1,34,0,0,0,0,20
13277,1,1,34,0,0,0,0,0
13278,1,0,24,0,0,0,0,11
13279,1,0,31,0,1,0,0,52
13280,0,0,32,0,0,0,0,0
13281,0,0,29,1,0,0,0,52
13282,1,0,30,1,0,0,1,52
13283,1,1,26,0,0,0,0,0
13284,1,1,29,0,0,0,0,50
13285,1,0,30,0,0,0,0,0
13286,1,0,31,0,0,0,0,52
13287,0,0,30,0,0,1,1,0
13288,0,1,33,0,0,0,1,48
13289,0,0,26,0,0,0,0,0
13290,0,0,24,0,0,0,1,44
13291,1,1,26,1,0,0,0,0
13292,1,0,30,0,0,0,0,24
13293,1,1,24,0,0,0,1,0
13294,1,0,25,0,0,0,0,0
13295,1,1,35,0,0,0,0,0
13296,0,1,29,0,0,0,0,23
13297,1,1,33,0,0,0,0,20
13298,1,1,31,0,0,0,0,49
13299,0,1,23,0,0,0,1,0
13300,1,1,33,0,0,0,0,0
13301,1,1,29,0,0,0,1,0
13302,0,1,29,0,0,0,1,0
13303,0,0,33,0,0,0,0,0
13304,0,0,29,0,0,0,0,0
13305,0,1,31,0,0,0,0,52
13306,0,0,31,0,0,0,1,20
13307,1,0,33,0,0,0,0,0
13308,1,1,28,0,0,1,1,40
13309,0,1,30,0,0,0,1,0
13310,0,1,33,0,0,0,0,52
13311,0,0,33,0,0,0,1,52
13312,0,0,30,0,0,0,1,52
13313,1,0,31,0,0,0,0,52
13314,0,1,34,0,0,0,0,16
13315,0,0,32,0,0,0,0,52
13316,0,1,26,0,0,1,0,0
13317,0,0,31,0,0,0,1,0
13318,1,0,35,0,0,0,1,0
13319,0,0,33,0,0,0,1,0
13320,1,1,30,0,0,0,1,5
13321,0,0,34,0,0,0,1,12
13322,0,0,24,0,0,0,1,0
13323,0,1,30,0,0,0,0,52
13324,1,0,33,0,0,0,0,0
13325,1,1,31,0,0,0,0,52
13326,0,0,31,0,0,0,1,0
13327,0,0,26,0,0,0,1,0
13328,1,0,34,0,0,0,0,0
13329,1,0,29,1,0,0,0,52
13330,0,1,35,0,0,0,1,0
13331,1,1,28,0,0,0,0,52
13332,1,1,30,0,0,0,1,0
13333,0,0,34,0,0,0,0,52
13334,0,1,31,0,0,0,0,0
13335,1,1,30,0,0,0,0,0
13336,0,0,35,0,0,0,0,52
13337,1,1,34,0,0,0,1,52
13338,0,1,34,0,0,0,0,37
13339,1,1,31,1,0,0,1,0
13340,1,0,33,1,0,0,1,52
13341,1,0,25,0,0,0,0,0
13342,1,1,28,0,0,0,0,52
13343,1,1,33,0,0,1,1,32
13344,1,1,34,0,0,0,1,0
13345,1,1,32,0,0,0,1,52
13346,1,0,33,0,0,0,1,0
13347,1,0,33,0,0,0,0,0
13348,1,0,35,0,0,0,1,36
13349,1,1,32,0,0,0,0,40
13350,1,0,30,0,0,0,0,0
13351,0,0,35,0,0,0,0,0
13352,0,1,28,0,0,0,1,0
13353,0,0,33,0,0,0,1,50
13354,1,1,30,0,0,0,0,0
13355,1,0,28,0,0,0,0,8
13356,0,1,33,0,0,0,1,47
13357,0,1,32,0,0,0,0,52
13358,1,1,27,0,0,0,0,52
13359,0,1,26,0,0,0,0,7
13360,1,1,32,0,0,1,0,52
13361,0,0,24,0,0,0,1,34
13362,0,0,27,0,0,0,1,20
13363,1,1,25,0,1,0,0,52
13364,1,0,34,0,0,0,1,12
13365,0,1,28,0,0,0,0,52
13366,1,0,35,0,0,0,0,52
13367,0,1,26,1,0,0,1,0
13368,1,0,30,0,1,1,1,0
13369,0,1,33,0,0,0,0,19
13370,0,1,33,1,0,0,0,52
13371,0,1,34,0,0,0,1,0
13372,1,0,27,0,0,0,1,0
13373,0,0,28,0,0,0,0,0
13374,1,0,32,0,0,0,1,0
13375,0,1,32,0,0,0,0,36
13376,0,0,33,1,0,0,0,52
13377,0,1,27,0,0,0,0,0
13378,0,0,27,0,0,0,1,0
13379,1,1,29,0,0,0,0,40
13380,0,0,30,0,0,0,1,0
13381,1,1,29,0,0,0,1,0
13382,1,0,29,0,0,0,1,0
13383,1,1,29,0,0,0,0,48
13384,1,1,32,0,0,0,0,52
13385,0,1,26,0,0,1,1,32
13386,0,1,31,0,0,0,0,52
13387,0,1,31,0,0,0,1,16
13388,1,1,33,0,0,0,1,0
13389,1,1,29,0,0,0,0,0
13390,0,1,23,0,0,0,0,3
13391,1,0,30,0,0,0,1,52
13392,1,0,31,0,0,0,0,48
13393,0,1,32,0,0,0,0,52
13394,1,1,33,0,0,0,0,0
13395,0,0,30,0,0,0,0,0
13396,1,1,29,0,0,0,1,3
13397,0,0,34,0,0,0,0,26
13398,1,0,33,0,0,0,0,0
13399,0,1,29,0,0,0,1,0
13400,1,0,34,0,0,0,1,39
13401,0,0,30,0,0,0,0,28
13402,0,0,33,0,0,0,1,0
13403,1,1,33,0,0,0,1,0
13404,1,0,29,0,0,0,0,36
13405,0,1,23,0,0,0,0,5
13406,0,0,25,0,0,1,0,0
13407,1,1,32,0,0,0,0,52
13408,1,1,22,0,0,0,0,12
13409,0,1,29,0,0,0,1,52
13410,0,1,32,0,0,0,1,0
13411,0,1,35,0,1,0,1,0
13412,0,0,30,0,0,0,0,0
13413,0,0,33,0,0,0,1,21
13414,1,1,28,0,0,0,0,0
13415,1,0,25,0,0,0,0,4
13416,0,1,34,0,0,0,1,52
13417,0,1,32,0,0,0,1,0
13418,1,1,31,0,0,0,0,10
13419,0,0,35,0,0,0,0,12
13420,1,0,33,0,0,0,0,52
13421,1,0,31,0,0,0,1,0
13422,0,1,23,0,0,0,0,52
13423,1,0,27,0,0,0,0,48
13424,0,0,35,0,0,0,1,0
13425,0,0,35,0,0,0,1,52
13426,1,1,35,0,0,0,0,36
13427,0,1,29,0,0,0,0,52
13428,0,0,28,0,0,0,1,0
13429,0,1,33,0,0,0,0,0
13430,1,0,33,0,0,0,0,52
13431,0,0,34,0,1,0,1,0
13432,1,1,27,0,0,0,1,2
13433,1,1,33,0,0,0,1,0
13434,0,0,25,0,0,0,0,8
13435,0,0,34,0,0,0,0,42
13436,1,1,27,0,1,0,0,52
13437,1,1,21,0,0,0,0,13
13438,0,0,27,0,0,1,0,0
13439,1,1,33,0,0,0,0,0
13440,1,1,32,0,0,0,0,0
13441,0,0,28,1,0,0,0,10
13442,1,1,27,0,1,1,1,0
13443,1,0,29,0,0,0,0,8
13444,1,0,35,0,0,0,1,0
13445,0,0,28,0,0,0,1,27
13446,0,0,34,0,0,1,1,32
13447,1,0,28,0,0,0,0,0
13448,0,0,27,0,1,0,0,0
13449,1,1,29,0,0,0,1,0
13450,0,1,27,0,0,0,0,0
13451,1,1,30,0,1,1,1,32
13452,1,1,24,0,0,0,1,0
13453,1,1,25,1,0,0,0,20
13454,1,1,34,1,0,0,1,2
13455,1,0,31,1,0,0,0,52
13456,1,1,33,0,0,0,0,52
13457,1,0,31,0,0,0,0,52
13458,1,1,32,0,0,0,1,0
13459,1,0,33,0,0,0,1,40
13460,0,0,29,0,0,0,0,52
13461,1,0,29,1,0,0,1,52
13462,0,1,33,0,0,0,1,0
13463,0,1,27,0,0,0,0,0
13464,1,1,35,0,0,0,1,0
13465,1,1,35,0,0,0,1,36
13466,0,1,30,1,0,0,0,28
13467,1,1,34,0,0,0,1,52
13468,0,1,25,0,0,0,0,52
13469,0,1,35,0,0,0,0,0
13470,1,0,30,0,0,0,1,51
13471,1,0,31,0,0,0,1,0
13472,0,1,33,0,0,0,0,36
13473,1,1,33,0,0,0,0,0
13474,0,0,34,0,0,0,1,52
13475,1,0,31,0,1,1,1,0
13476,1,1,35,0,0,0,0,52
13477,0,0,34,0,1,1,1,0
13478,0,1,32,0,0,0,0,2
13479,0,0,35,0,0,0,1,25
13480,0,0,33,0,0,0,0,52
13481,0,1,32,0,1,1,0,40
13482,1,0,33,0,0,0,0,0
13483,0,0,35,0,1,0,0,52
13484,1,1,34,0,0,0,1,20
13485,0,1,35,0,0,0,0,0
13486,0,1,31,0,0,0,1,0
13487,0,1,28,0,0,0,0,0
13488,0,0,35,0,0,0,0,0
13489,1,1,34,0,0,0,0,0
13490,1,1,33,0,1,0,1,0
13491,0,1,33,0,0,0,0,0
13492,1,1,35,0,0,0,0,12
13493,0,1,34,0,0,0,0,52
13494,1,1,28,0,0,0,0,30
13495,1,1,32,0,0,0,1,40
13496,0,1,26,0,0,0,0,0
13497,0,0,32,0,0,0,0,2
13498,0,0,30,0,0,0,0,11
13499,0,1,32,0,0,0,1,0
13500,0,0,32,0,0,0,0,0
13501,1,0,30,0,0,0,1,0
13502,0,0,34,0,0,0,1,0
13503,1,1,25,1,0,0,0,50
13504,1,0,25,0,0,0,1,12
13505,0,1,29,0,0,0,0,0
13506,1,1,31,1,0,0,0,52
13507,1,0,33,0,0,0,0,52
13508,0,0,24,0,0,0,1,0
13509,1,0,27,0,0,0,0,42
13510,1,1,33,0,0,0,0,0
13511,0,1,34,0,1,0,1,0
13512,1,0,35,0,0,0,0,0
13513,1,1,35,1,0,0,0,45
13514,0,1,33,0,0,0,0,0
13515,0,0,24,0,0,0,0,0
13516,0,0,30,0,0,0,0,52
13517,1,0,27,0,0,0,1,0
13518,1,1,30,0,0,0,1,38
13519,0,1,30,0,0,0,0,0
13520,1,1,24,0,0,0,1,0
13521,0,1,27,0,0,0,0,0
13522,0,0,26,0,0,0,1,25
13523,1,0,35,0,0,0,1,0
13524,1,0,34,0,0,0,0,48
13525,0,1,29,0,0,0,0,0
13526,0,1,35,0,0,0,1,0
13527,1,1,30,1,0,0,1,0
13528,1,1,33,0,0,0,1,52
13529,0,0,35,0,0,0,0,0
13530,1,1,30,0,0,0,1,20
13531,0,0,32,0,1,1,1,7
13532,0,1,28,0,0,0,0,0
13533,1,1,35,0,1,0,1,50
13534,1,1,29,0,0,0,1,12
13535,1,1,35,0,1,0,1,0
13536,1,0,32,0,0,0,1,0
13537,1,0,34,0,0,0,0,0
13538,0,1,35,0,0,0,0,0
13539,0,0,34,0,0,0,0,0
13540,1,1,31,0,1,0,0,52
13541,0,0,34,0,0,0,1,0
13542,0,0,34,0,0,0,0,48
13543,1,1,30,0,0,0,0,8
13544,0,0,34,0,0,0,1,0
13545,0,1,34,0,0,0,1,0
13546,0,0,33,1,0,0,0,52
13547,1,1,26,0,0,0,0,20
13548,0,0,28,0,0,0,0,0
13549,0,1,29,0,0,0,0,0
13550,0,1,28,0,0,0,0,51
13551,1,1,31,0,0,0,0,51
13552,0,0,28,0,0,0,0,42
13553,1,1,33,0,0,0,1,0
13554,0,1,26,0,0,0,0,0
13555,1,1,33,0,1,1,0,0
13556,0,1,32,0,0,0,0,0
13557,1,1,27,0,0,0,0,0
13558,1,0,32,0,0,0,0,20
13559,1,1,26,0,0,0,0,4
13560,0,0,33,0,0,0,0,40
13561,0,1,28,1,0,0,1,0
13562,1,0,25,1,0,0,0,16
13563,0,0,33,0,0,0,0,5
13564,0,0,33,1,0,0,1,0
13565,1,0,31,0,0,0,0,0
13566,1,1,29,0,0,0,0,52
13567,0,0,34,0,0,0,0,0
13568,1,0,35,0,0,0,0,8
13569,1,1,34,0,0,0,0,0
13570,1,0,35,0,0,0,1,0
13571,1,1,29,0,0,0,0,52
13572,1,0,26,0,0,0,0,0
13573,0,0,29,0,0,0,1,0
13574,0,1,32,1,0,0,1,48
13575,1,1,35,0,0,0,0,46
13576,1,1,29,0,0,0,0,42
13577,1,1,28,0,0,0,0,0
13578,1,1,27,0,0,0,1,0
13579,1,1,31,0,0,1,0,52
13580,0,0,35,0,0,0,0,45
13581,1,0,31,0,0,0,0,0
13582,0,1,32,0,1,0,1,52
13583,1,1,26,0,0,0,0,0
13584,0,1,33,0,1,0,0,4
13585,0,1,29,0,0,0,1,0
13586,1,1,35,0,0,0,1,52
13587,0,1,35,0,0,0,1,51
13588,0,0,35,0,0,0,0,52
13589,0,0,33,0,1,1,1,25
13590,0,0,30,0,0,0,0,0
13591,1,1,32,0,0,0,0,40
13592,1,1,33,0,0,0,1,0
13593,1,1,34,0,0,0,1,52
13594,0,0,24,0,0,0,0,0
13595,1,1,28,0,0,1,0,20
13596,0,0,30,0,0,0,0,50
13597,1,0,33,0,0,0,1,0
13598,0,0,28,0,0,0,0,0
13599,1,0,35,0,0,0,0,0
13600,1,1,34,0,0,0,1,22
13601,0,0,23,0,0,0,0,0
13602,0,1,30,0,0,0,0,25
13603,0,1,28,0,0,0,0,0
13604,1,0,27,0,1,0,0,36
13605,1,0,29,1,0,0,0,45
13606,1,1,34,0,0,0,0,0
13607,1,0,30,0,0,0,1,0
13608,1,0,33,0,0,0,0,0
13609,1,1,34,0,1,1,1,0
13610,1,0,26,0,0,0,0,0
13611,1,0,29,0,0,0,0,0
13612,0,0,22,0,0,0,0,26
13613,0,1,31,0,0,0,1,0
13614,0,1,28,0,1,1,0,40
13615,1,0,35,0,0,0,1,0
13616,0,1,23,1,0,0,0,0
13617,0,0,25,0,1,1,0,0
13618,0,1,34,0,0,0,1,0
13619,0,0,35,0,0,0,1,8
13620,0,0,30,0,0,1,1,0
13621,1,0,34,0,0,0,0,2
13622,0,0,34,0,0,0,1,47
